,FECHA,TIPO_INGRESO,LINEA_1,LINEA_2,LINEA_3,LINEA_4,LINEA_5,LINEA_6,LINEA_7,LINEA_8,LINEA_9,LINEA_A,LINEA_B,LINEA_12,AÑO,MES
9744,2019-03-07,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,36420,2019,3
9745,2019-03-08,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,36800,2019,3
9746,2019-03-09,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,39880,2019,3
9747,2019-03-10,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,28480,2019,3
9748,2019-03-11,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,44290,2019,3
9749,2019-03-12,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,37070,2019,3
9750,2019-03-13,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,35520,2019,3
9751,2019-03-14,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,36050,2019,3
9752,2019-03-15,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,42990,2019,3
9753,2019-03-16,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,40960,2019,3
9754,2019-03-17,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,31080,2019,3
9755,2019-03-18,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,28840,2019,3
9756,2019-03-19,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,44040,2019,3
9757,2019-03-20,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,39130,2019,3
9758,2019-03-21,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,36450,2019,3
9759,2019-03-22,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,37430,2019,3
9760,2019-03-23,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,39120,2019,3
9761,2019-03-24,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,31160,2019,3
9762,2019-03-25,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,40650,2019,3
9763,2019-03-26,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,38730,2019,3
9764,2019-03-27,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,34580,2019,3
9765,2019-03-28,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,34220,2019,3
9766,2019-03-29,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,39560,2019,3
9767,2019-03-30,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,42160,2019,3
9768,2019-03-31,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,34310,2019,3
9769,2019-04-01,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,46060,2019,4
9770,2019-04-02,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,39400,2019,4
9771,2019-04-03,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,36480,2019,4
9772,2019-04-04,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,35130,2019,4
9773,2019-04-05,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,42980,2019,4
9774,2019-04-06,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,39820,2019,4
9775,2019-04-07,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,31600,2019,4
9776,2019-04-08,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,41940,2019,4
9777,2019-04-09,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,36420,2019,4
9778,2019-04-10,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,34840,2019,4
9779,2019-04-11,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,34710,2019,4
9780,2019-04-12,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,38040,2019,4
9781,2019-04-13,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,40410,2019,4
9782,2019-04-14,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,31640,2019,4
9783,2019-04-15,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,42950,2019,4
9784,2019-04-16,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,38890,2019,4
9785,2019-04-17,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,37280,2019,4
9786,2019-04-18,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,28150,2019,4
9787,2019-04-19,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,23100,2019,4
9788,2019-04-20,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,24730,2019,4
9789,2019-04-21,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,25550,2019,4
9790,2019-04-22,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,41990,2019,4
9791,2019-04-23,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,37190,2019,4
9792,2019-04-24,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,35650,2019,4
9793,2019-04-25,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,34500,2019,4
9794,2019-04-26,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,37650,2019,4
9795,2019-04-27,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,38220,2019,4
9796,2019-04-28,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,31270,2019,4
9797,2019-04-29,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,44110,2019,4
9798,2019-04-30,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,41750,2019,4
9799,2019-05-01,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,30700,2019,5
9800,2019-05-02,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,41200,2019,5
9801,2019-05-03,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,39970,2019,5
9802,2019-05-04,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,39380,2019,5
9803,2019-05-05,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,30590,2019,5
9804,2019-05-06,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,43730,2019,5
9805,2019-05-07,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,40030,2019,5
9806,2019-05-08,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,35920,2019,5
9807,2019-05-09,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,36780,2019,5
9808,2019-05-10,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,34400,2019,5
9809,2019-05-11,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,37450,2019,5
9810,2019-05-12,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,26210,2019,5
9811,2019-05-13,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,44060,2019,5
9812,2019-05-14,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,38050,2019,5
9813,2019-05-15,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,39030,2019,5
9814,2019-05-16,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,35060,2019,5
9815,2019-05-17,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,37110,2019,5
9816,2019-05-18,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,39500,2019,5
9817,2019-05-19,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,27610,2019,5
9818,2019-05-20,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,43920,2019,5
9819,2019-05-21,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,36870,2019,5
9820,2019-05-22,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,36750,2019,5
9821,2019-05-23,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,34690,2019,5
9822,2019-05-24,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,37530,2019,5
9823,2019-05-25,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,41760,2019,5
9824,2019-05-26,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,29710,2019,5
9825,2019-05-27,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,44680,2019,5
9826,2019-05-28,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,36400,2019,5
9827,2019-05-29,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,33900,2019,5
9828,2019-05-30,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,34880,2019,5
9829,2019-05-31,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,40530,2019,5
9830,2019-06-01,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,41580,2019,6
9831,2019-06-02,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,29880,2019,6
9832,2019-06-03,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,44850,2019,6
9833,2019-06-04,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,38460,2019,6
9834,2019-06-05,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,36150,2019,6
9835,2019-06-06,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,34590,2019,6
9836,2019-06-07,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,39190,2019,6
9837,2019-06-08,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,40290,2019,6
9838,2019-06-09,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,29080,2019,6
9839,2019-06-10,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,43110,2019,6
9840,2019-06-11,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,36300,2019,6
9841,2019-06-12,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,34800,2019,6
9842,2019-06-13,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,33930,2019,6
9843,2019-06-14,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,39090,2019,6
9844,2019-06-15,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,40870,2019,6
9845,2019-06-16,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,29320,2019,6
9846,2019-06-17,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,44810,2019,6
9847,2019-06-18,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,38780,2019,6
9848,2019-06-19,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,35610,2019,6
9849,2019-06-20,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,34660,2019,6
9850,2019-06-21,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,38600,2019,6
9851,2019-06-22,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,43160,2019,6
9852,2019-06-23,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,30840,2019,6
9853,2019-06-24,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,40750,2019,6
9854,2019-06-25,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,36390,2019,6
9855,2019-06-26,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,34530,2019,6
9856,2019-06-27,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,34700,2019,6
9857,2019-06-28,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,40200,2019,6
9858,2019-06-29,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,41210,2019,6
9859,2019-06-30,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,29640,2019,6
9860,2019-07-01,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,45180,2019,7
9861,2019-07-02,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,38960,2019,7
9862,2019-07-03,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,35440,2019,7
9863,2019-07-04,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,36890,2019,7
9864,2019-07-05,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,38310,2019,7
9865,2019-07-06,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,37650,2019,7
9866,2019-07-07,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,28240,2019,7
9867,2019-07-08,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,39250,2019,7
9868,2019-07-09,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,37310,2019,7
9869,2019-07-10,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,34350,2019,7
9870,2019-07-11,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,34900,2019,7
9871,2019-07-12,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,35780,2019,7
9872,2019-07-13,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,38300,2019,7
9873,2019-07-14,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,27130,2019,7
9874,2019-07-15,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,44920,2019,7
9875,2019-07-16,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,39850,2019,7
9876,2019-07-17,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,35550,2019,7
9877,2019-07-18,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,36220,2019,7
9878,2019-07-19,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,37780,2019,7
9879,2019-07-20,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,37800,2019,7
9880,2019-07-21,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,29480,2019,7
9881,2019-07-22,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,42300,2019,7
9882,2019-07-23,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,38320,2019,7
9883,2019-07-24,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,35980,2019,7
9884,2019-07-25,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,33920,2019,7
9885,2019-07-26,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,38010,2019,7
9886,2019-07-27,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,37530,2019,7
9887,2019-07-28,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,29800,2019,7
9888,2019-07-29,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,44820,2019,7
9889,2019-07-30,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,42700,2019,7
9890,2019-07-31,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,42090,2019,7
9891,2019-08-01,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,43400,2019,8
9892,2019-08-02,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,44530,2019,8
9893,2019-08-03,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,41730,2019,8
9894,2019-08-04,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,30330,2019,8
9895,2019-08-05,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,51230,2019,8
9896,2019-08-06,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,43910,2019,8
9897,2019-08-07,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,42350,2019,8
9898,2019-08-08,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,38940,2019,8
9899,2019-08-09,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,42270,2019,8
9900,2019-08-10,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,42210,2019,8
9901,2019-08-11,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,29480,2019,8
9902,2019-08-12,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,50180,2019,8
9903,2019-08-13,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,42010,2019,8
9904,2019-08-14,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,42620,2019,8
9905,2019-08-15,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,40820,2019,8
9906,2019-08-16,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,52410,2019,8
9907,2019-08-17,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,42540,2019,8
9908,2019-08-18,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,30490,2019,8
9909,2019-08-19,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,50320,2019,8
9910,2019-08-20,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,45360,2019,8
9911,2019-08-21,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,40610,2019,8
9912,2019-08-22,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,39240,2019,8
9913,2019-08-23,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,41310,2019,8
9914,2019-08-24,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,40210,2019,8
9915,2019-08-25,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,28830,2019,8
9916,2019-08-26,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,46260,2019,8
9917,2019-08-27,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,39930,2019,8
9918,2019-08-28,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,38760,2019,8
9919,2019-08-29,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,38350,2019,8
9920,2019-08-30,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,42860,2019,8
9921,2019-08-31,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,43510,2019,8
9922,2019-09-01,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,32270,2019,9
9923,2019-09-02,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,49540,2019,9
9924,2019-09-03,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,41350,2019,9
9925,2019-09-04,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,41670,2019,9
9926,2019-09-05,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,38050,2019,9
9927,2019-09-06,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,42700,2019,9
9928,2019-09-07,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,42900,2019,9
9929,2019-09-08,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,30450,2019,9
9930,2019-09-09,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,44780,2019,9
9931,2019-09-10,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,41780,2019,9
9932,2019-09-11,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,38020,2019,9
9933,2019-09-12,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,38800,2019,9
9934,2019-09-13,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,45490,2019,9
9935,2019-09-14,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,42520,2019,9
9936,2019-09-15,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,28330,2019,9
9937,2019-09-16,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,25910,2019,9
9938,2019-09-17,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,51430,2019,9
9939,2019-09-18,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,44860,2019,9
9940,2019-09-19,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,42800,2019,9
9941,2019-09-20,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,45560,2019,9
9942,2019-09-21,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,46160,2019,9
9943,2019-09-22,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,32650,2019,9
9944,2019-09-23,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,47950,2019,9
9945,2019-09-24,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,45870,2019,9
9946,2019-09-25,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,40330,2019,9
9947,2019-09-26,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,40440,2019,9
9948,2019-09-27,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,47540,2019,9
9949,2019-09-28,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,45780,2019,9
9950,2019-09-29,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,32960,2019,9
9951,2019-09-30,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,53000,2019,9
9952,2019-10-01,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,50360,2019,10
9953,2019-10-02,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,48650,2019,10
9954,2019-10-03,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,45360,2019,10
9955,2019-10-04,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,50950,2019,10
9956,2019-10-05,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,50750,2019,10
9957,2019-10-06,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,36650,2019,10
9958,2019-10-07,Tarjetas,0,0,0,0,0,0,0,0,0,0,0,53580,2019,10
9959,2019-10-08,Tarjetas,0,0,0,0,0,0,2600,0,0,0,0,47300,2019,10
9960,2019-10-09,Tarjetas,7430,12290,6290,0,0,0,10700,0,0,0,0,46360,2019,10
9961,2019-10-10,Tarjetas,13410,37780,12500,0,0,0,23200,3950,4130,0,4890,57200,2019,10
9962,2019-10-11,Tarjetas,28940,72320,27330,8550,11900,3280,34790,8820,7030,490,7350,80330,2019,10
9963,2019-10-12,Tarjetas,17740,32170,16110,3350,4960,3390,16010,6250,6000,1510,9160,57590,2019,10
9964,2019-10-13,Tarjetas,9240,17350,9110,2110,2650,2370,7870,4030,3090,870,5610,41740,2019,10
9965,2019-10-14,Tarjetas,18000,37240,19520,3370,6750,3950,19340,8220,7860,2200,9120,60980,2019,10
9966,2019-10-15,Tarjetas,17360,33970,19270,3570,7340,3650,19520,8530,7790,2110,7800,55410,2019,10
9967,2019-10-16,Tarjetas,23680,41070,21840,3810,8300,4770,20810,8820,8910,2560,10920,58770,2019,10
9968,2019-10-17,Tarjetas,46300,78010,45760,9110,14690,9630,34470,18760,16700,7140,20820,74000,2019,10
9969,2019-10-18,Tarjetas,52170,86270,53180,9670,13680,9480,42270,22660,18040,6740,23950,79920,2019,10
9970,2019-10-19,Tarjetas,48840,78230,48200,7860,12530,8890,29680,29250,14050,7040,24070,67500,2019,10
9971,2019-10-20,Tarjetas,26150,44950,24550,3840,9900,5880,19830,14600,9130,3640,16010,45950,2019,10
9972,2019-10-21,Tarjetas,86260,157835,105945,25500,33470,29600,63120,49685,20885,17795,49415,86055,2019,10
9973,2019-10-22,Tarjetas,83275,166085,90410,22665,28995,25140,65395,52540,29150,19425,49680,94005,2019,10
9974,2019-10-23,Tarjetas,101940,149330,96645,18690,27720,24910,31885,50105,31260,21175,51715,80355,2019,10
9975,2019-10-24,Tarjetas,92340,117590,70640,16845,12270,8985,49740,30180,27630,17675,38735,66940,2019,10
9976,2019-10-25,Tarjetas,77010,105805,78010,14300,25765,20550,46330,34110,20575,15060,39670,62825,2019,10
9977,2019-10-26,Tarjetas,54520,84220,60820,11965,17445,13795,26835,29515,18320,12315,29005,51550,2019,10
9978,2019-10-27,Tarjetas,33480,50695,41205,7590,10865,8950,15375,17895,11155,8490,20365,36965,2019,10
9979,2019-10-28,Tarjetas,58055,85480,65735,12405,20085,17180,30640,31110,19960,13715,30195,58655,2019,10
9980,2019-10-29,Tarjetas,55785,79785,63360,10060,18480,15220,28875,27510,20935,12350,26090,54255,2019,10
9981,2019-10-30,Tarjetas,52525,72260,54340,9185,16120,15465,28485,26225,18300,11450,26840,55050,2019,10
9982,2019-10-31,Tarjetas,51385,66875,49030,9340,15100,12985,25815,23640,16900,10590,22150,48995,2019,10
9983,2019-11-01,Tarjetas,45600,59285,40040,7560,11880,10415,22705,19640,13135,8155,17060,48700,2019,11
9984,2019-11-02,Tarjetas,27615,42060,30350,5115,9100,6250,13155,14885,8895,6580,16320,35170,2019,11
9985,2019-11-03,Tarjetas,19230,28710,19080,3595,7640,5605,7515,10775,5630,5050,12410,27005,2019,11
9986,2019-11-04,Tarjetas,39250,54585,41345,6775,12820,12525,18245,20025,13880,8870,19130,46620,2019,11
9987,2019-11-05,Tarjetas,36020,52045,38965,6590,14205,9290,17290,18145,12825,9065,16485,42900,2019,11
9988,2019-11-06,Tarjetas,36085,47980,36025,5910,11325,8575,15130,18280,11115,9425,16795,39645,2019,11
9989,2019-11-07,Tarjetas,31830,41490,31865,5145,10255,7525,13930,16265,11105,8160,15045,38150,2019,11
9990,2019-11-08,Tarjetas,29685,44290,30575,5265,9435,7710,12365,15320,10160,8375,13805,37450,2019,11
9991,2019-11-09,Tarjetas,25125,35480,24190,4740,7560,5200,11005,12600,8220,5855,11990,35370,2019,11
9992,2019-11-10,Tarjetas,14075,19970,14435,2730,4035,3230,6520,8140,4885,3790,6595,24965,2019,11
9993,2019-11-11,Tarjetas,28030,26180,24940,5605,4325,7120,13040,13370,8955,7745,6405,38050,2019,11
9994,2019-11-12,Tarjetas,24285,26340,19250,4500,1870,6625,11555,11740,7600,7090,2200,36895,2019,11
9995,2019-11-13,Tarjetas,20775,17850,13100,4450,1050,3930,8200,10700,5610,6360,1115,33150,2019,11
9996,2019-11-14,Tarjetas,18140,14820,10885,3755,970,3680,7000,9015,3245,4315,540,34990,2019,11
9997,2019-11-15,Tarjetas,15715,12400,7495,3950,890,2900,6305,8640,2700,3435,595,41185,2019,11
9998,2019-11-16,Tarjetas,10830,9945,4490,3685,505,1535,4655,3970,1670,2490,3940,37745,2019,11
9999,2019-11-17,Tarjetas,4530,5535,1530,2355,295,875,2805,2330,670,1450,100,26620,2019,11
10000,2019-11-18,Tarjetas,5030,5335,1075,2055,570,975,2475,2920,560,865,100,28000,2019,11
10001,2019-11-19,Tarjetas,8005,7345,1740,4195,815,1445,3970,3035,1065,735,140,42655,2019,11
10002,2019-11-20,Tarjetas,15555,28235,16780,4750,6840,4130,9025,7620,6105,3050,11225,39785,2019,11
10003,2019-11-21,Tarjetas,6485,9210,6315,3780,1070,2050,3135,2650,1515,1365,1825,39170,2019,11
10004,2019-11-22,Tarjetas,4305,3450,450,3755,0,1215,720,1260,25,115,175,40785,2019,11
10005,2019-11-23,Tarjetas,16575,25400,19170,4240,6080,3885,7085,10030,5460,4735,11880,36530,2019,11
10006,2019-11-24,Tarjetas,12260,19205,15180,2680,5110,3220,4735,7450,3850,3440,7760,23430,2019,11
10007,2019-11-25,Tarjetas,21940,34545,24225,4830,6770,5765,9960,13135,7945,5155,13555,39325,2019,11
10008,2019-11-26,Tarjetas,19540,28340,18190,3865,6270,3375,8925,11235,7660,4770,9235,35285,2019,11
10009,2019-11-27,Tarjetas,10130,14410,7790,3065,1695,1215,5345,5830,3790,3095,5275,35310,2019,11
10010,2019-11-28,Tarjetas,17690,21240,18815,3685,5260,3880,8040,9435,5405,3855,9600,33170,2019,11
10011,2019-11-29,Tarjetas,14105,15195,20710,3180,2970,4035,7260,8270,5115,4485,6765,37905,2019,11
10012,2019-11-30,Tarjetas,16160,26180,18115,3820,5215,4025,6255,9085,5295,4505,8695,37275,2019,11
10013,2019-12-01,Tarjetas,9710,18650,12160,2520,4260,3120,4835,5945,3620,2775,6295,27070,2019,12
10014,2019-12-02,Tarjetas,15540,24415,19005,3060,5275,4905,8080,8650,5520,4265,9480,39155,2019,12
10015,2019-12-03,Tarjetas,16225,25460,17095,3130,6050,5080,7960,9555,6475,3470,9200,35280,2019,12
10016,2019-12-04,Tarjetas,15575,24415,17360,2715,5120,3965,7210,9020,4855,3300,9115,32695,2019,12
10017,2019-12-05,Tarjetas,15580,24440,15525,2755,5510,3695,6150,8255,5095,2885,7630,32090,2019,12
10018,2019-12-06,Tarjetas,10805,16555,11410,3090,3360,2945,4240,6045,3145,2905,6555,34905,2019,12
10019,2019-12-07,Tarjetas,12895,23225,13210,2685,4640,3535,5470,7135,4320,2565,7835,32510,2019,12
10020,2019-12-08,Tarjetas,8685,14370,9430,1630,3570,2670,3875,4790,2715,2485,5515,22890,2019,12
10021,2019-12-09,Tarjetas,13895,19025,14185,2550,3995,2985,6900,6915,3965,3415,6260,36305,2019,12
10022,2019-12-10,Tarjetas,10365,16085,11700,2260,4855,2415,5430,6430,3240,2580,4880,33870,2019,12
10023,2019-12-11,Tarjetas,8225,14025,10195,1480,4085,1665,2860,3495,2780,2445,3025,33380,2019,12
10024,2019-12-12,Tarjetas,12455,20215,12885,1545,4380,2720,5580,5265,3490,2055,6370,29480,2019,12
