Geo Point;Geo Shape;clasif_15;vel_15;clasif_19;vel_19;Nombre;Inicia;Termina;Shape_Leng;Mixta
19.3491133988, -99.1997635441;"{""type"": ""LineString"", ""coordinates"": [[-99.1981368943434, 19.34874689260885], [-99.19917552999316, 19.349037616998974], [-99.20018646865884, 19.34933487543175], [-99.2004565139173, 19.349357741103464], [-99.20055691553712, 19.349351207797543], [-99.200688476058, 19.34932507526773], [-99.20136695628662, 19.349020686041023]]}";Arteria principal;50;Arteria principal;50;Calzada Sta. Catarina;Santa Catarina;Anillo Periferico Boulevard Adolfo Lopez Mateos;0.35686846736;No
19.2949544595, -99.0598154911;"{""type"": ""LineString"", ""coordinates"": [[-99.06340482538067, 19.305660870208932], [-99.06401532682764, 19.30395079620508], [-99.06478336100538, 19.301601716419732], [-99.06410066373418, 19.299856664644064], [-99.06374509226326, 19.298917012909723], [-99.06353174965767, 19.298675387748027], [-99.06348908104628, 19.298554574517176], [-99.0633610754532, 19.298312948371688], [-99.06269260155483, 19.297440406826215], [-99.06264993283258, 19.297279321868956], [-99.06264993329887, 19.297077965211315], [-99.06260726436749, 19.296755794182317], [-99.06228013909883, 19.295386560585154], [-99.06199568163478, 19.29443345923751], [-99.06088629895984, 19.293587745406814], [-99.05809862094667, 19.291493577507293], [-99.05491270146798, 19.28901007500894], [-99.054386456007, 19.288607340681654], [-99.05404510779054, 19.288312002175765], [-99.05380331994664, 19.288244879580592], [-99.05175522867046, 19.287694474598272], [-99.05137121216913, 19.287613926903695], [-99.05051982001268, 19.287552528364365]]}";Arteria principal;50;Arteria principal;50;La Turba;Av. Tlahuac;Heberto Castillo;2.784991842;No
19.4469647661, -99.1808688758;"{""type"": ""LineString"", ""coordinates"": [[-99.18968274244058, 19.459614336764126], [-99.18945962426676, 19.458892095143785], [-99.18934737002958, 19.45858728027031], [-99.18922617882868, 19.45817684518778], [-99.18908021703115, 19.457746954348217], [-99.18879892734004, 19.456665580841594], [-99.18841963814003, 19.455673445188403], [-99.18834622797071, 19.455523471416477], [-99.18762435548881, 19.454600548339666], [-99.18533638662444, 19.45184328463667], [-99.18341547219265, 19.449455157629746], [-99.18238038649228, 19.448263501340925], [-99.18236325212725, 19.448243774977612], [-99.18098068292427, 19.44654782338753], [-99.17932894138684, 19.44456342328303], [-99.17732238091112, 19.44214057599069], [-99.17598875192644, 19.440502249247963], [-99.1755972278047, 19.440109971314733], [-99.17419018915477, 19.439152348183246], [-99.17340172214494, 19.43862800006516], [-99.17159634271968, 19.437421688852975], [-99.17056859156857, 19.43672941944552], [-99.17027135403914, 19.43654020511665], [-99.1700453050772, 19.436437888824138], [-99.16967648912122, 19.436299879498506]]}";Arteria principal;50;Arteria principal;50;Av. Marina Nacional;Calzada Mexico - Tacuba;Circuito Interior Melchor Ocampo;3.39521361285;No
19.4057758882, -99.188559498;"{""type"": ""LineString"", ""coordinates"": [[-99.18491710524962, 19.399949355734083], [-99.1853149133225, 19.40009976254411], [-99.18545776591256, 19.400187862943735], [-99.18561160765766, 19.400307057335414], [-99.18601269453045, 19.40085638895114], [-99.18705533690861, 19.40262467933621], [-99.1871555182569, 19.402794581372994], [-99.1877653907592, 19.40387249584087], [-99.18779064065487, 19.4039304482324], [-99.18793022063444, 19.404250800993033], [-99.18841372296319, 19.405313159518272], [-99.189630797829, 19.40774815287728], [-99.1898642304833, 19.408215178095958], [-99.19041366456487, 19.40945370156333], [-99.19077079645233, 19.410184374869914], [-99.190946615849, 19.410692216060568], [-99.19151354093158, 19.41211789758865]]}";Arteria principal;50;Arteria principal;50;Av. Parque Lira;Viaducto Miguel Aleman;Av. Constituyentes;1.53309858148;No
19.422029763, -99.1926118337;"{""type"": ""LineString"", ""coordinates"": [[-99.19374250637107, 19.418452766304576], [-99.19329838044237, 19.419139002794072], [-99.19299051208425, 19.419651733122986], [-99.19284765911796, 19.419983365108887], [-99.19271579468584, 19.42086426101702], [-99.1924190998321, 19.4230509346376], [-99.19224772898085, 19.42391858436423], [-99.1919379878363, 19.42578003956153]]}";Arteria principal;50;Arteria principal;50;Calzada Chivatito;Fernando Allencastre;Paseo de la Reforma;0.84266407467;No
19.3162659788, -99.2387496558;"{""type"": ""LineString"", ""coordinates"": [[-99.21071413669743, 19.33130839117564], [-99.21195978472399, 19.33077015724056], [-99.21239879515333, 19.330680927079612], [-99.21292526043045, 19.33055337767825], [-99.21324484497485, 19.330440744519194], [-99.21492058023141, 19.329863237661563], [-99.21543058737761, 19.329677609516587], [-99.21580944853211, 19.32954010797417], [-99.21614459591076, 19.329347603975354], [-99.21689503419448, 19.329024473999613], [-99.21749975607653, 19.328708216881946], [-99.21781304596526, 19.328543213845425], [-99.21862177035595, 19.328123828480713], [-99.2193867805532, 19.327766320005125], [-99.21974378541869, 19.327594439706974], [-99.2199696450585, 19.327463811415704], [-99.22003521759532, 19.32737443372793], [-99.22010079002978, 19.327243805206923], [-99.22007164627964, 19.327003172244726], [-99.21983850099663, 19.32583438125367], [-99.21983850040628, 19.32578625484979], [-99.21988221584621, 19.325634998858245], [-99.22010807590827, 19.32555937057731], [-99.22233753231609, 19.325229357361724], [-99.22425369982582, 19.324913093030247], [-99.2258055772083, 19.324665582082044], [-99.22697859241224, 19.324500574179652], [-99.22705144996172, 19.32447307332838], [-99.22786746035891, 19.3238886701046], [-99.22931733590178, 19.322816112313625], [-99.23032277757727, 19.32198418729085], [-99.23052678034252, 19.32186042929047], [-99.23120436073296, 19.32137227350739], [-99.23194751280461, 19.32071910361253], [-99.23244294743984, 19.32038220452031], [-99.23341195979226, 19.31957776972125], [-99.23376896478787, 19.319288996997955], [-99.2343518292912, 19.318862713723096], [-99.23450483137465, 19.318711451191522], [-99.23468697651339, 19.318553312508286], [-99.23494198013749, 19.31840205030842], [-99.2353281276097, 19.318202658516032], [-99.23686543330697, 19.31755635199115], [-99.23691089187652, 19.317533837953636], [-99.23789273131374, 19.31704755575686], [-99.23892003052421, 19.316552509461754], [-99.23984532845125, 19.316133093761632], [-99.24059576623584, 19.31586494195943], [-99.24103291499056, 19.315720552413783], [-99.24120048889566, 19.315631168833896], [-99.24128063277895, 19.315569287413062], [-99.24171049534365, 19.315204875337564], [-99.24239536083553, 19.31459981157088], [-99.24264307836944, 19.31433165702521], [-99.24302922626677, 19.313891608864274], [-99.24369223465831, 19.312997756682037], [-99.24505468028951, 19.311141278185243], [-99.24607469373849, 19.309772971923067], [-99.24628598188679, 19.309497933527226], [-99.24642441269457, 19.3090441203825], [-99.24662112964792, 19.308535297747284], [-99.2468469891035, 19.30832214190905], [-99.24722585116318, 19.3080539772187], [-99.24734242392101, 19.307854572644523], [-99.24774314375863, 19.307146341240635], [-99.24783057329692, 19.30702944775227], [-99.24787428827703, 19.306720025637777], [-99.24790343133073, 19.30662376031107], [-99.24809286213306, 19.306486238722442], [-99.24858829701103, 19.30605304493318], [-99.2488287285682, 19.3059086471152], [-99.24894530231747, 19.30583988588069], [-99.25046074991245, 19.305523584317413], [-99.25161190752908, 19.305207282902774], [-99.25352807476064, 19.304725952923064], [-99.25489780641709, 19.30438902122551], [-99.25575024574754, 19.30416210748725], [-99.25626025281228, 19.304031460039674], [-99.25667554399993, 19.30403145948446], [-99.25711269234552, 19.304072716887735], [-99.25738955331278, 19.304182735605593], [-99.25775384349635, 19.304444029893848], [-99.25787770240983, 19.304540296664786], [-99.25811813384749, 19.30487035202416], [-99.25843870935947, 19.305324177088714], [-99.25861356866595, 19.305468576154674], [-99.25893414422309, 19.305667982766682], [-99.2593057206666, 19.305798629167786], [-99.25961172468631, 19.30582613395632], [-99.2600197292713, 19.305846761967494], [-99.26045687768604, 19.30581238164731], [-99.26082116798241, 19.305757372810465], [-99.26109802883346, 19.305709240105667], [-99.26122917358846, 19.305750496674236], [-99.26133846019876, 19.305812381380715], [-99.26146960478339, 19.30596365619491], [-99.26153517752473, 19.306087425831187], [-99.26156432104709, 19.306190566665652], [-99.26156432037209, 19.30627995651626], [-99.26136031789225, 19.306623760537875], [-99.26114902913785, 19.306926306778127], [-99.26095959849303, 19.307215101076938], [-99.26065359507547, 19.307799564557772], [-99.26007801550061, 19.308844717267288], [-99.25969915387302, 19.309573568976127], [-99.2595534373331, 19.309800475351086], [-99.25938586451308, 19.310123644644356], [-99.25921829032978, 19.310666841503068], [-99.25926200528929, 19.311100022508764], [-99.25939315030016, 19.31144381684133], [-99.25953158023935, 19.31162258942211], [-99.25970772936951, 19.311805510561577], [-99.25980766696705, 19.311962555077837], [-99.25985763611344, 19.312144583839142], [-99.25983978988523, 19.312283782859996], [-99.25974699101265, 19.312458672974245]]}";Arteria principal;50;Arteria principal;50;Av. San Jeronimo;Anillo Periferico Boulevard Adolfo Lopez Mateos;Guerrero;7.44423845534;No
19.3487422156, -99.1944225079;"{""type"": ""LineString"", ""coordinates"": [[-99.19061024873805, 19.348671761248553], [-99.19075911925917, 19.348544364721498], [-99.19091491526885, 19.348403901911908], [-99.19103955101173, 19.348345102899113], [-99.19137883886295, 19.348240572016643], [-99.19156925491379, 19.348214439360444], [-99.19175274716403, 19.348201373600265], [-99.19190854248741, 19.348214439275022], [-99.1921682020701, 19.348240572588846], [-99.19266328491942, 19.348351636028386], [-99.19360498103562, 19.34855089809112], [-99.19506945723327, 19.34888408850253], [-99.19603538852495, 19.34910948221176], [-99.19718481219405, 19.349364273945273], [-99.19727482644144, 19.349387140278303], [-99.19733368269836, 19.34938713979927], [-99.19740638729354, 19.349354474338554], [-99.19751717552164, 19.34926627763797], [-99.19776990986848, 19.348972285782594], [-99.19787356856445, 19.348859915499407], [-99.19799551654118, 19.348797454559783], [-99.1981368943434, 19.34874689260885]]}";Arteria principal;50;Arteria principal;50;Av. Altavista;Av. Revolucion;Santa Catarina;0.84900473586;No
19.4190081216, -99.1708256009;"{""type"": ""LineString"", ""coordinates"": [[-99.17493671496472, 19.418059845456792], [-99.1737813392707, 19.41835917803481], [-99.17218627020245, 19.41870981294574], [-99.1718565767919, 19.418782285747863], [-99.16954640411366, 19.419293586115113], [-99.16670623583413, 19.419922142608996]]}";Arteria principal;50;Arteria principal;50;Durango;Veracruz;Av. Oaxaca;0.8883790911;No
19.4136295502, -99.17742083;"{""type"": ""LineString"", ""coordinates"": [[-99.17993461708001, 19.40921621382109], [-99.17944539822827, 19.410055393039002], [-99.17814179035652, 19.412291478402594], [-99.1763316021776, 19.415586901470515], [-99.1760634743798, 19.41607501087818], [-99.17493671496472, 19.418059845456792]]}";Arteria principal;50;Arteria principal;50;Mazatlan;Circuito Interior Av. Patriotismo;Veracruz;1.11044483272;No
19.4084234257, -99.1762308404;"{""type"": ""LineString"", ""coordinates"": [[-99.18087946882723, 19.41078059288293], [-99.1806611275873, 19.410657243838045], [-99.18032684119825, 19.41048587815921], [-99.18025240084, 19.410453394435578], [-99.17945113810653, 19.41005824675554], [-99.17944539822827, 19.410055393039002], [-99.17803986974519, 19.409356583200484], [-99.17749324124892, 19.409061991231514], [-99.17698646899449, 19.408812524242638], [-99.17541009949005, 19.40803475797619], [-99.17388812882297, 19.40725926195224], [-99.17263289539117, 19.406624444839856], [-99.1723486452109, 19.40647808519434], [-99.1722503689249, 19.406399102398684], [-99.17216988591679, 19.406319620103478], [-99.17177355829462, 19.40582249790856]]}";Arteria principal;50;Arteria principal;50;Alfonso Reyes;Circuito Interior Av. Patriotismo;Av. Nuevo Leon;1.10911317131;No
19.2971314306, -99.0228617071;"{""type"": ""LineString"", ""coordinates"": [[-99.02456386845535, 19.298175580067486], [-99.02445840446939, 19.29814016403189], [-99.02437775268056, 19.29814272245823], [-99.02434724868054, 19.298143901389196], [-99.02423661935275, 19.298161284167687], [-99.02419446018371, 19.298162239588745], [-99.02406082735679, 19.298149161161447], [-99.02400923696665, 19.29814006820195], [-99.02390980812615, 19.29810752585008], [-99.02382709702792, 19.298053929561156], [-99.0237018526832, 19.29793447785835], [-99.02287500841804, 19.297172796152758], [-99.02191623502969, 19.29629963760387], [-99.02148872778083, 19.296011283464598], [-99.0212946522913, 19.29577326122197]]}";Arteria principal;50;Arteria principal;50;Acueducto;Av. Tlahuac;San Rafael Atlixco;0.44851027469;No
19.4353401889, -99.1779016372;"{""type"": ""LineString"", ""coordinates"": [[-99.17222764128795, 19.432445767571664], [-99.17238210106545, 19.432409431383988], [-99.17255739914624, 19.43240932900109], [-99.17270180112374, 19.43244048759983], [-99.17285628405112, 19.432523380034176], [-99.17305443903577, 19.432644678687428], [-99.1735670012133, 19.432953595064525], [-99.1740453189186, 19.43331069043786], [-99.17526502802966, 19.434096297731493], [-99.1755041865498, 19.434239134961498], [-99.17618578859577, 19.43451353252502], [-99.17747325976312, 19.435129985165187], [-99.17973729587754, 19.436332813943224], [-99.18057833708376, 19.436712455149248], [-99.18102078137679, 19.436870324814908], [-99.18180601914547, 19.437238688667573], [-99.18230426615106, 19.43762584490698], [-99.18269489156924, 19.437941583050353], [-99.1828463593307, 19.43802803507841], [-99.1832888030812, 19.4382159741091], [-99.18357693106913, 19.438312542885726], [-99.18358937339777, 19.438316712723882]]}";Via de acceso controlado;80;Via de acceso controlado;80;Av. Ejercito Nacional Mexicano;Rio San Joaquin;Circuito Interior Rio Churubusco;1.37135071063;Si
19.389020435, -99.1827387143;"{""type"": ""LineString"", ""coordinates"": [[-99.18748558239203, 19.372340360513583], [-99.1873035534907, 19.37251882005905], [-99.18721789325754, 19.372732971565636], [-99.18719420819413, 19.372998496787503], [-99.18716608686529, 19.373278535011902], [-99.18715523748043, 19.37381121703525], [-99.1870799687392, 19.374580452792213], [-99.18699215584166, 19.375006488992412], [-99.18679143905456, 19.375562701957165], [-99.18674338285331, 19.37570916693879], [-99.18646527490878, 19.376556780088166], [-99.18588821472514, 19.378225397899495], [-99.1850853491831, 19.380178013030367], [-99.18359450381827, 19.383918713522586], [-99.1830913703851, 19.385181090226517], [-99.18275201961417, 19.38613038822818], [-99.18261402685361, 19.38681673120656], [-99.18194915298928, 19.39262686691136], [-99.18182370590335, 19.39383383482333], [-99.18162298921375, 19.394484646902356], [-99.18133591662594, 19.39558558782171], [-99.18066958532083, 19.39814097879497], [-99.18012388856536, 19.39967577196845], [-99.17997962223825, 19.400081523225847], [-99.17981654096751, 19.400625817844496], [-99.17947783095025, 19.401584245423777], [-99.17834880107861, 19.404577817629118], [-99.17808536051588, 19.405465228715972], [-99.17801009178947, 19.405701871511056], [-99.1780244375727, 19.405776288267834]]}";Via de acceso controlado;80;Via de acceso controlado;80;Circuito Interior Av. Patriotismo;Molinos;Eje 4 Sur Benjamin Franklin;4.70676558112;No
19.4985799894, -99.1483345166;"{""type"": ""LineString"", ""coordinates"": [[-99.13716043368237, 19.470912787767574], [-99.13716125647352, 19.470914513250296], [-99.13733988280835, 19.471289180520134], [-99.13756345276728, 19.471758113054484], [-99.13793724345884, 19.472542130448172], [-99.13949247843414, 19.47659590582985], [-99.14132216649814, 19.48099456846803], [-99.14294855600443, 19.484971470428793], [-99.14370043965197, 19.486836804585963], [-99.14507302676948, 19.49024191248017], [-99.14637086516733, 19.493447781914924], [-99.14697386954842, 19.494937252470883], [-99.14908817558725, 19.500207370955426], [-99.1505214309626, 19.504087983704387], [-99.15093611600625, 19.50514077692461], [-99.15280854181795, 19.509894357504837], [-99.15468335767272, 19.51458270866113], [-99.15505194625955, 19.515744446972114], [-99.15597212333182, 19.517677505566564], [-99.1573970132858, 19.521284848027108], [-99.15778334699776, 19.521930128552558], [-99.15783481911541, 19.522124865711245], [-99.15798270270139, 19.522780884685577], [-99.15813159310296, 19.523181218350064], [-99.158586971792, 19.524365509297414], [-99.15877708179626, 19.52577747426306], [-99.15885421681547, 19.526422462149693]]}";Eje Vial;50;Via de acceso controlado;80;Eje Central Av. de los 100 Metros;Av. de los Insurgentes Norte;Anillo Periferico Rio Tlalnepantla;6.56044710028;No
19.3857911178, -99.1113111323;"{""type"": ""LineString"", ""coordinates"": [[-99.11351224275644, 19.398270197051342], [-99.11349887130203, 19.398017946899657], [-99.11340385346162, 19.396374840541714], [-99.1133880180582, 19.395493531042185], [-99.1134830348419, 19.394612217372565], [-99.11378392324173, 19.393237955471882], [-99.11379975877094, 19.392580695446807], [-99.11362556112628, 19.392177375425756], [-99.11267538846035, 19.390310141064123], [-99.11251702612483, 19.389906815468592], [-99.11234282769585, 19.38926447947068], [-99.11215279290383, 19.388457822556987], [-99.11212775425155, 19.388329234647138], [-99.11201026740275, 19.387725852818313], [-99.11163019834974, 19.3860975809959], [-99.11075920651629, 19.382168747471674], [-99.10950507220284, 19.379130415985927], [-99.10936562010852, 19.378792563581566], [-99.10857380929217, 19.37680566201464], [-99.108462955866, 19.376252910897367], [-99.10830459405163, 19.375655339434203], [-99.10790868860227, 19.374579706157608], [-99.10775032605352, 19.374191280827457], [-99.10771559711017, 19.37347869448463]]}";Eje Vial;50;Via de acceso controlado;80;Eje 3 Oriente Francisco del Paso y Troncoso;Eje 4 Sur Plutarco Elias Calles;Eje 6 Sur Trabajadores Sociales;6.47607445285;No
19.3349153304, -99.1979040696;"{""type"": ""LineString"", ""coordinates"": [[-99.20561376220499, 19.332549206530846], [-99.20505386437816, 19.33267941410275], [-99.20312572689406, 19.33299689611557], [-99.20202971702318, 19.333165033122274], [-99.2014878114239, 19.333307005337133], [-99.20108032900112, 19.33343787631768], [-99.20087212641623, 19.33348546497615], [-99.20048248923784, 19.333530080004206], [-99.20010475015671, 19.33360741248803], [-99.19984057241531, 19.33371908083425], [-99.19973516709197, 19.333764117220166], [-99.19950669511215, 19.333961547130283], [-99.199377289566, 19.334116215929797], [-99.19924361821519, 19.334276787953897], [-99.19905809016753, 19.334490677919877], [-99.1987303586066, 19.335003255975057], [-99.19844557228768, 19.33524773906046], [-99.19816950748447, 19.33544310978449], [-99.1979020699721, 19.335573355977903], [-99.19772953029877, 19.335614058387524], [-99.19738444938415, 19.33565476046651], [-99.19704799607382, 19.335693404712526], [-99.1966856611091, 19.335793057348337], [-99.19615287217555, 19.335907112972762], [-99.19573877493721, 19.336023045919944], [-99.19512417173898, 19.336167605072628], [-99.1944426378189, 19.336354833656294], [-99.19359719050387, 19.336542062146858], [-99.19326936446296, 19.33660718496794], [-99.19316006323486, 19.33662852314677], [-99.19301918127435, 19.33665602742458], [-99.19257920276371, 19.33674557087476], [-99.19182002597384, 19.33685953659364], [-99.1915008260879, 19.336908378190007], [-99.1913024051576, 19.33687581722967], [-99.19113849160485, 19.336786273038445], [-99.19097457912655, 19.33670486951019], [-99.19071576845342, 19.336656027180478], [-99.19043744414, 19.336612372406176], [-99.19011454446692, 19.3366166388808]]}";Eje Vial;50;Eje Vial;50;Eje 10A Sur Av. San Jeronimo;Eje 10 Sur Canoa;Av. de los Insurgentes Sur;1.42807358878;No
19.2829950852, -99.2111925307;"{""type"": ""LineString"", ""coordinates"": [[-99.20584120873065, 19.30567233252296], [-99.20605915679585, 19.30459919619185], [-99.20618500439159, 19.304066869486853], [-99.20629921914548, 19.303862236260926], [-99.20642770995897, 19.303700432853862], [-99.20668945016722, 19.303429173697793], [-99.20688456626813, 19.303253094146108], [-99.20714620724463, 19.303103040561705], [-99.20773502621587, 19.302718312472706], [-99.20809737608863, 19.302440453398336], [-99.20848237389494, 19.301970227800926], [-99.20873148900984, 19.301264887652742], [-99.20918442727655, 19.29996106958683], [-99.20952413058457, 19.29951221181761], [-99.20995442099013, 19.29908472651562], [-99.21061118079129, 19.298742738089366], [-99.21138117448955, 19.29852899534851], [-99.21210587535194, 19.298379374049844], [-99.21269469435536, 19.298016009647494], [-99.21341939447426, 19.297096907512454], [-99.2144611513766, 19.295622058405947], [-99.21511791124927, 19.294938065303782], [-99.2160011389276, 19.29365557224899], [-99.21643143029746, 19.292971570979304], [-99.21760906849308, 19.28955152433527], [-99.21810729939665, 19.288076606536443], [-99.21837906200464, 19.287242952176875], [-99.21846964955783, 19.286729931645386], [-99.21849229648096, 19.28602452561075], [-99.21837906255247, 19.2854687498844], [-99.21835641586934, 19.285169485092805], [-99.2177675968711, 19.284100676576756], [-99.21548026076226, 19.28153550917171], [-99.21484614844317, 19.280958341099524], [-99.21423468198046, 19.280381170412987], [-99.21296645716362, 19.27969711473717], [-99.21165293761062, 19.279141316561795], [-99.21061118072976, 19.278671024596186], [-99.21024883019729, 19.278371747462042], [-99.20970530544233, 19.277666306110994], [-99.20852766769394, 19.276063017595597], [-99.20723679520225, 19.27433144920138], [-99.20682915065059, 19.27379701066064], [-99.20639885961702, 19.273241192620045], [-99.20626297914735, 19.272899150438732], [-99.20608180347539, 19.272599862600586], [-99.20599121604197, 19.272193685107265], [-99.20587798169755, 19.27159510568926], [-99.20576474710161, 19.270911012715594], [-99.20567415944171, 19.27044069763362], [-99.20560621884432, 19.26977797750226], [-99.20553827791966, 19.269393171961465], [-99.2054250443774, 19.268794582108896], [-99.20510798787164, 19.267960829770555], [-99.2048633366737, 19.26748482974585], [-99.2047220548608, 19.267140293356622], [-99.20460431961892, 19.26682909920604], [-99.20453367854196, 19.266606817152706], [-99.20454545203488, 19.266373420901708], [-99.20455722493601, 19.266217822923952], [-99.20467496084795, 19.265862170611385], [-99.2047809221983, 19.265673229483685], [-99.20491043012852, 19.265539859867424], [-99.20507525918956, 19.265417603579706], [-99.2052518617487, 19.265339804163215], [-99.20540491711012, 19.26530646149917], [-99.20551087894255, 19.265273119224755], [-99.20580521619867, 19.265273118952308], [-99.20608778077553, 19.265328690572172], [-99.20633502344131, 19.265450945959607], [-99.20655872041841, 19.265595430640257], [-99.20690015205716, 19.265906627232358], [-99.20752414750282, 19.266506790052485], [-99.20781848457744, 19.266762415064793], [-99.20814814254906, 19.267029153313054], [-99.20838361317922, 19.267173635858057], [-99.2088310057439, 19.267384803362507], [-99.20899583525795, 19.267451487090952], [-99.20930194546618, 19.267507057502414], [-99.20940790709855, 19.26752928560357], [-99.20980820676883, 19.26758485571164], [-99.21014963784681, 19.26764042573604], [-99.210679445008, 19.267662654368607], [-99.21130344045142, 19.26772933864182], [-99.21160955194118, 19.267762680464553], [-99.21192743643834, 19.267862706661013], [-99.21230418848248, 19.267996075125502], [-99.21366991481295, 19.268696256058234]]}";Arteria principal;50;Arteria principal;50;Carretera Picacho Ajusco;Anillo Periferico Boulevard Adolfo Ruiz Cortinez;Ferrocarril de Cuernavaca;6.57073012382;No
19.3385229252, -99.2061520171;"{""type"": ""LineString"", ""coordinates"": [[-99.20309278831355, 19.340502334854428], [-99.20336546888313, 19.34052971477696], [-99.20361828639784, 19.340494022529754], [-99.20383243821631, 19.34036612668383], [-99.20477232488919, 19.33962849379944], [-99.20497457926241, 19.33936377883268], [-99.20511734681003, 19.339206139536405], [-99.20649446065978, 19.338423891421716], [-99.20717558097228, 19.338004511367018], [-99.2074105528489, 19.3378260519477], [-99.20781506107579, 19.337376928677614], [-99.20814818521255, 19.336799909620026], [-99.20843372091277, 19.336401349857358], [-99.20866571822101, 19.336181249207264], [-99.20889771607081, 19.33604740485026]]}";Arteria principal;50;Arteria principal;50;Av. Queretaro;Anillo Periferico Boulevard Adolfo Lopez Mateos;Av. San Bernabe;0.80944458892;No
19.3609637583, -99.197059662;"{""type"": ""LineString"", ""coordinates"": [[-99.19878158604376, 19.35618889563631], [-99.19889824551453, 19.35650380829524], [-99.19885660453394, 19.356783394387445], [-99.19755287805594, 19.359889234786568], [-99.19612617344107, 19.362743943926862], [-99.19597745721954, 19.36301163396852], [-99.19588822691678, 19.363273374814643], [-99.19577985228689, 19.363752067228024], [-99.1956562295039, 19.364266799469682], [-99.19558859677196, 19.364797448481138], [-99.1955253595278, 19.36583724340884]]}";Arteria principal;50;Arteria principal;50;Av. de los Leones;Anillo Periferico Boulevard Adolfo Lopez Mateos;Av. Centenario;1.13865376826;No
19.4390274897, -99.1903847835;"{""type"": ""LineString"", ""coordinates"": [[-99.19044241468112, 19.437899891766552], [-99.19032715227254, 19.440155087711965]]}";Arteria principal;50;Arteria principal;50;Lago Omega;Av. Ejercito Nacional Mexicano;Rio San Joaquin;0.24983877702;No
19.4917464815, -99.152865256;"{""type"": ""LineString"", ""coordinates"": [[-99.16321024519863, 19.51849940775801], [-99.16320839559552, 19.518496008586567], [-99.16313179258982, 19.51830806892196], [-99.16229872070213, 19.51638335938381], [-99.16152386435353, 19.514364958687015], [-99.15925564729913, 19.50856191433643], [-99.15697334227684, 19.502891461292403], [-99.1569614346107, 19.502860126219772], [-99.15629710348772, 19.50111193397054], [-99.15416977058102, 19.495188888552043], [-99.15415156101763, 19.49514138751259], [-99.15175918367537, 19.488900572980263], [-99.15090128423388, 19.48666251015437], [-99.14823859496147, 19.479609979299543], [-99.1457832388979, 19.473110598742828], [-99.14530822750682, 19.471853168693926], [-99.14365285765506, 19.46728458936928], [-99.14320944934519, 19.46577570371353], [-99.1431261679455, 19.465204632603086], [-99.1432392484269, 19.464822986463165]]}";Carriles laterales;40;Carriles laterales;40;Eje 1 Poniente Calzada Vallejo;Anillo Periferico Acueducto de Tenayuca;Circuito Interior Paseo de las Jacarandas;0.28098748536;NA
